CLIENTE;SOLICITANTE;SERVICIO;AP;ESTADO DE ENVÍO;MOTIVO POD;ULTIMA FECHA DE ACTUALIZACIÓN EN SAP;CENTRO STOCK;DESTINO ;VISITAS;RESPUESTA  SIN DEMORA;RESPUESTA CON DEMORA ;;TEXTOS UX;;TEXTOS UX + HC;TEXTOS UX + HC
 Puma;102003450;PAQUETERIA;40040115;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Pickit;102003190;PAQUETERIA;40036896 - 40037606 - 40035570 - 40037273 - 40037314 - 40038562 - 40039029 - 40040169 - 40040170 - 40041213 - 40040944 - 40040278 - 40040213 - ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Argenpay;102003780;PAQUETERIA;40038331 - 40038332 - 40039419 - 40039935;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;102004140 Direct Group ;PAQUETERIA;40040076;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;102004176 Ac-Eastway;PAQUETERIA;40040133;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040932;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;102002628 Etercor;PAQUETERIA;40025753 - 40025755 - 40040016;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;102001628 Puntos y Premios;PAQUETERIA;40020414 - 40037922;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia; 102004281 Compagno Victoria (yellow&co);PAQUETERIA;40040198;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;  102004506 NIMASA SRL;PAQUETERIA;40041486;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia;102004431 TRIMAGE S.A;PAQUETERIA;40041558;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia (MAM Direct Group);102004140 Direct Group ;PAQUETERIA;40040077 - 40040573 ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia (MAM AC Eastway);102004176 Ac-Eastway;PAQUETERIA;40040134 - 40040415;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia (MAM Lamoliant S.R.L);102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040962;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia (MAM Etercor);102002628 Etercor;PAQUETERIA;40040062 - 40040263;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
Macro Premia (MAM Puntos y premios);102001628 Puntos y Premios;PAQUETERIA;40038713;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
OCASA DISTRIBUCION POSTAL 2 VISITAS (Salvo Licencias de Conducir);102003502;POSTAL;40037567 - 40037570 - 40039211 ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
OCASA POSTAL 3 VISITAS;;POSTAL;40036841 - 40037569 - 40039213 - 40001009;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
OCASA POSTAL 1 VISITA;102003502;POSTAL;40037750 - 40039390;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 DHL Global Forwarding;102003111;PAQUETERIA;40038162 - 40038346 - 40039098 - 40040229 - 40040655 - ;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
 A.C.A.R.A;102000421;PAQUETERIA;40015973 - 40024854 - 40031360 - 40033676 - 40041252;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
ARCOR SAIC;102001674;PAQUETERIA;40026359 - 40036077 - 40036242 - 40036400 - 40036401 - 40036402;CARTA DE RENDICION AL CLIENTE GENERADA / CARTA DE RENDICION PENDIENTE DE DESPACHO / CARTA DE RENDICION EN DISTRIBUCION;N/A;N/A;ULTIMA MILLA - PRE ULTIMA MILLA;REMITENTE;En todas sus visitas;Hola! tu paquete se encuentra en proceso de devolucion avanzada. Por favor contactate con el remitente. Que tengas un buen dia!;N/A;;Tu pedido está en proceso de devolución avanzada. Por favor, comunicate con el remitente.;;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.;Tu pedido está en proceso de devolución. Por favor, comunicate con el remitente.
